,Unnamed: 0,team,color,alt_color,logos,id,jersey,name,position,height,weight,year
2994,2994,Norfolk State,#0c8968,#fdb813,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2450.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2450.png']",5107895.0,5,Brian Moore Jr.,G,74,185,4
2995,2995,Norfolk State,#0c8968,#fdb813,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2450.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2450.png']",5107607.0,9,Jalen Myers,F,80,200,4
2998,2998,Howard,#003a63,#e51937,"['http://a.espncdn.com/i/teamlogos/ncaa/500/47.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/47.png']",4433580.0,5,Marcus Dockery,G,74,170,4
2999,2999,Howard,#003a63,#e51937,"['http://a.espncdn.com/i/teamlogos/ncaa/500/47.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/47.png']",4700969.0,1,Anwar Gill,G,76,205,4
3000,3000,Howard,#003a63,#e51937,"['http://a.espncdn.com/i/teamlogos/ncaa/500/47.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/47.png']",5243101.0,7,Blake Harper,G,77,-1,1
3002,3002,Howard,#003a63,#e51937,"['http://a.espncdn.com/i/teamlogos/ncaa/500/47.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/47.png']",4700878.0,23,Mounir Hima,F,83,230,4
3006,3006,Howard,#003a63,#e51937,"['http://a.espncdn.com/i/teamlogos/ncaa/500/47.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/47.png']",4593296.0,15,Cameron Shockley-Okeke,F,78,195,4
3011,3011,Morgan State,#014786,#f47937,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2415.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2415.png']",5176290.0,12,Daniel Akitoby,F,81,230,4
3014,3014,Morgan State,#014786,#f47937,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2415.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2415.png']",4901230.0,0,Kameron Hobbs,G,70,170,4
3015,3015,Morgan State,#014786,#f47937,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2415.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2415.png']",5107977.0,3,Rob Lawson,G,72,175,3
3021,3021,Morgan State,#014786,#f47937,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2415.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2415.png']",5176289.0,11,Amahrie Simpkins,G,76,190,4
3024,3024,Morgan State,#014786,#f47937,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2415.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2415.png']",4900680.0,10,Will Thomas,F,78,200,4
3030,3030,Bethune-Cookman,#7b1831,#e9aa12,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2065.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2065.png']",4592654.0,12,Jesus Carralero Martin,F,79,225,4
3032,3032,Bethune-Cookman,#7b1831,#e9aa12,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2065.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2065.png']",4613126.0,2,Brayon Freeman,G,74,180,4
3038,3038,Bethune-Cookman,#7b1831,#e9aa12,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2065.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2065.png']",5108148.0,23,Daniel Rouzan,F,80,235,3
3039,3039,Bethune-Cookman,#7b1831,#e9aa12,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2065.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2065.png']",5106699.0,1,Trey Thomas,G,74,185,3
3040,3040,Bethune-Cookman,#7b1831,#e9aa12,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2065.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2065.png']",5178203.0,15,Reggie Ward Jr.,F,78,230,4
3045,3045,Maryland Eastern Shore,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5243393.0,35,Christopher Flippin,F,80,240,3
3048,3048,Maryland Eastern Shore,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4702109.0,3,Evan Johnson,G,72,165,4
3051,3051,Maryland Eastern Shore,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4896959.0,2,Hassan Perkins,G,72,175,3
3052,3052,Maryland Eastern Shore,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5243387.0,0,Ketron Shaw,G,77,190,3
3054,3054,Maryland Eastern Shore,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4873199.0,22,Maurice Vassel,F,81,195,1
3057,3057,North Carolina A&T,#0505aa,#004684,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2448.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2448.png']",5175001.0,16,Nikolaos Chitikoudis,F,81,215,2
3060,3060,North Carolina A&T,#0505aa,#004684,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2448.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2448.png']",5105332.0,1,Ryan Forrest,G,76,190,2
3061,3061,North Carolina A&T,#0505aa,#004684,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2448.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2448.png']",5174997.0,7,Landon Glasper,G,74,170,3
3064,3064,North Carolina A&T,#0505aa,#004684,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2448.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2448.png']",4711264.0,5,Jahnathan Lamothe,G,76,192,2
3071,3071,North Carolina A&T,#0505aa,#004684,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2448.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2448.png']",5174995.0,3,Camian Shell,G,70,170,3
3075,3075,Southern Illinois,#85283D,#c2c3c0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/79.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/79.png']",4685654.0,30,Kennard Davis Jr.,G,78,215,2
3076,3076,Southern Illinois,#85283D,#c2c3c0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/79.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/79.png']",4896862.0,6,Ali Dibba,G,77,205,4
3078,3078,Southern Illinois,#85283D,#c2c3c0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/79.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/79.png']",4703828.0,32,Jarrett Hensley,F,80,215,4
3080,3080,Southern Illinois,#85283D,#c2c3c0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/79.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/79.png']",5107899.0,10,Damien Mayo Jr.,G,75,210,3
3083,3083,Southern Illinois,#85283D,#c2c3c0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/79.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/79.png']",4711281.0,21,Drew Steffe,G,77,200,1
3086,3086,Creighton,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4701991.0,1,Steven Ashworth,G,72,175,4
3088,3088,Creighton,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5105577.0,0,Jasen Green,F,80,230,2
3091,3091,Creighton,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4576060.0,11,Ryan Kalkbrenner,C,85,270,4
3094,3094,Creighton,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5061591.0,23,Jackson McAndrew,F,82,220,1
3096,3096,Creighton,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4837237.0,5,Jamiya Neal,G,77,190,4
3103,3103,Missouri State,#5F0000,#e8e8e8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2623.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2623.png']",5106755.0,1,Vincent Brady II,G,75,195,3
3108,3108,Missouri State,#5F0000,#e8e8e8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2623.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2623.png']",5241395.0,13,Zaxton King,G,75,185,1
3112,3112,Missouri State,#5F0000,#e8e8e8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2623.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2623.png']",5176276.0,9,Wesley Oba,F,80,215,4
3113,3113,Missouri State,#5F0000,#e8e8e8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2623.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2623.png']",5241397.0,23,Michael Osei-Bonsu,F,76,280,3
3118,3118,Missouri State,#5F0000,#e8e8e8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2623.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2623.png']",5175842.0,2,Dez White,G,74,180,2
3119,3119,Wichita State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4683134.0,15,Quincy Ballard,C,83,251,4
3121,3121,Wichita State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4612161.0,1,Xavier Bell,G,74,185,4
3126,3126,Wichita State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4702127.0,11,Justin Hill,G,71,191,4
3128,3128,Wichita State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4703826.0,0,AJ McGinnis,G,75,178,4
3132,3132,Wichita State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5110039.0,6,Corey Washington,F,77,188,3
3134,3134,Bradley,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5176313.0,1,Almar Atlason,F,80,230,2
3137,3137,Bradley,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5107965.0,5,Christian Davis,G,79,205,4
3138,3138,Bradley,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4897149.0,21,Duke Deen,G,68,170,4
3140,3140,Bradley,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4590399.0,35,Darius Hannah,F,81,205,4
3146,3146,Bradley,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4897446.0,3,Zek Montgomery,G,78,210,4
3155,3155,Evansville,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5106706.0,12,Tayshawn Comer,G,73,190,3
3156,3156,Evansville,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5177731.0,1,Tanner Cuff,G,79,-1,4
3159,3159,Evansville,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5107700.0,3,Cam Haffner,G,74,180,3
3160,3160,Evansville,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5177734.0,11,Joshua Hughes,F,82,-1,2
3167,3167,Evansville,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4888885.0,21,Connor Turnbull,F,82,225,3
3168,3168,Northern Iowa,#473282,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2460.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2460.png']",4703914.0,32,Tytan Anderson,G,78,205,4
3169,3169,Northern Iowa,#473282,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2460.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2460.png']",4838704.0,35,Leon Bond III,G,77,200,2
3171,3171,Northern Iowa,#473282,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2460.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2460.png']",5107887.0,4,Trey Campbell,G,76,190,3
3175,3175,Northern Iowa,#473282,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2460.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2460.png']",4590402.0,11,Jacob Hutson,C,83,250,4
3181,3181,Northern Iowa,#473282,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2460.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2460.png']",4897474.0,7,Ben Schwieger,G,80,205,3
3189,3189,Illinois State,#CE1126,#ffe716,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2287.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2287.png']",4433242.0,5,Jordan Davis,G,76,210,4
3191,3191,Illinois State,#CE1126,#ffe716,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2287.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2287.png']",5176352.0,11,Johnny Kinziger,G,71,165,2
3194,3194,Illinois State,#CE1126,#ffe716,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2287.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2287.png']",5176351.0,22,Ty Pence,G,78,210,2
3197,3197,Illinois State,#CE1126,#ffe716,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2287.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2287.png']",5176354.0,35,Chase Walker,F,81,275,2
3198,3198,Illinois State,#CE1126,#ffe716,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2287.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2287.png']",4897478.0,4,Landon Wolf,G,77,200,3
3199,3199,Drake,#005596,#bec0c2,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2181.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2181.png']",5241368.0,54,Daniel Abreu,F,78,220,4
3205,3205,Drake,#005596,#bec0c2,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2181.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2181.png']",5241362.0,4,Isaiah Jackson,G,75,180,4
3206,3206,Drake,#005596,#bec0c2,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2181.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2181.png']",5176283.0,3,Cam Manyawu,F,80,228,2
3207,3207,Drake,#005596,#bec0c2,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2181.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2181.png']",5241365.0,22,Mitch Mascari,G,77,200,4
3210,3210,Drake,#005596,#bec0c2,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2181.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2181.png']",5241364.0,14,Bennett Stirtz,G,76,180,3
3212,3212,Indiana State,#00669a,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/282.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/282.png']",5241387.0,14,Bruno Alocen,G,78,180,1
3216,3216,Indiana State,#00669a,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/282.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/282.png']",4432969.0,10,K'mani Doughty,G,77,190,4
3218,3218,Indiana State,#00669a,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/282.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/282.png']",5108045.0,15,Markus Harding,F,82,250,4
3222,3222,Indiana State,#00669a,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/282.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/282.png']",5175670.0,2,Samage Teel,G,74,185,4
3224,3224,Indiana State,#00669a,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/282.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/282.png']",5175821.0,8,Camp Wagner,G,78,190,2
3228,3228,BYU,#003da5,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/252.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/252.png']",5243212.0,6,Kanon Catchings,F,81,-1,1
3230,3230,BYU,#003da5,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/252.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/252.png']",5243213.0,3,Egor Demin,G,81,-1,1
3232,3232,BYU,#003da5,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/252.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/252.png']",5105647.0,13,Keba Keita,C,80,231,3
3233,3233,BYU,#003da5,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/252.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/252.png']",4593744.0,21,Trevin Knell,G,77,190,4
3238,3238,BYU,#003da5,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/252.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/252.png']",5105462.0,15,Richie Saunders,F,77,200,3
3243,3243,Utah,#ea002a,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/254.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/254.png']",5106051.0,2,Ezra Ausar,F,80,242,3
3253,3253,Utah,#ea002a,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/254.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/254.png']",4596528.0,34,Lawson Lovering,C,85,233,4
3254,3254,Utah,#ea002a,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/254.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/254.png']",4432753.0,55,Gabe Madsen,G,78,202,4
3256,3256,Utah,#ea002a,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/254.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/254.png']",5105875.0,25,Mike Sharavjamts,G,81,190,3
3260,3260,Utah,#ea002a,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/254.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/254.png']",5174977.0,10,Jake Wahlin,F,82,211,2
3263,3263,UNLV,#b10202,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2439.png']",5241260.0,45,Jeremiah Cherry,F,83,280,3
3266,3266,UNLV,#b10202,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2439.png']",5105821.0,10,Jaden Henley,G,79,215,3
3268,3268,UNLV,#b10202,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2439.png']",4592214.0,1,Jalen Hill,F,78,230,4
3272,3272,UNLV,#b10202,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2439.png']",4431875.0,20,Julian Rishwain,G,78,200,4
3273,3273,UNLV,#b10202,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2439.png']",4873093.0,11,Dedan Thomas Jr.,G,73,185,2
3279,3279,Wyoming,#492f24,#ffc425,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2751.png']",5107147.0,7,Matija Belic,F,79,205,3
3283,3283,Wyoming,#492f24,#ffc425,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2751.png']",4433004.0,8,Cole Henry,F,81,240,4
3286,3286,Wyoming,#492f24,#ffc425,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2751.png']",4714246.0,16,Jordan Nesbitt,G,78,210,4
3287,3287,Wyoming,#492f24,#ffc425,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2751.png']",5176284.0,2,Kobe Newton,G,74,178,4
3292,3292,Wyoming,#492f24,#ffc425,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2751.png']",5176061.0,3,A.J. Wills,G,74,160,2
3293,3293,San Diego State,#c41230,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/21.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/21.png']",4702654.0,2,Nick Boyd,G,75,175,4
3294,3294,San Diego State,#c41230,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/21.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/21.png']",5107804.0,21,Miles Byrd,G,79,190,2
3295,3295,San Diego State,#c41230,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/21.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/21.png']",4702730.0,31,Jared Coleman-Jones,F,82,235,4
3297,3297,San Diego State,#c41230,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/21.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/21.png']",5176241.0,10,BJ Davis,G,74,175,2
3300,3300,San Diego State,#c41230,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/21.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/21.png']",5176240.0,0,Magoon Gwath,F,84,205,1
3310,3310,Colorado State,#1e4d2b,#c8c372,"['http://a.espncdn.com/i/teamlogos/ncaa/500/36.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/36.png']",4702384.0,10,Nique Clifford,G,78,200,4
3311,3311,Colorado State,#1e4d2b,#c8c372,"['http://a.espncdn.com/i/teamlogos/ncaa/500/36.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/36.png']",4894462.0,8,Jaylen Crocker-Johnson,F,80,230,2
3314,3314,Colorado State,#1e4d2b,#c8c372,"['http://a.espncdn.com/i/teamlogos/ncaa/500/36.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/36.png']",5093253.0,0,Kyan Evans,G,74,175,2
3316,3316,Colorado State,#1e4d2b,#c8c372,"['http://a.espncdn.com/i/teamlogos/ncaa/500/36.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/36.png']",4897514.0,15,Jalen Lake,G,76,190,4
3317,3317,Colorado State,#1e4d2b,#c8c372,"['http://a.espncdn.com/i/teamlogos/ncaa/500/36.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/36.png']",5176196.0,21,Rashaan Mbemba,F,79,250,2
